"nid","Sequence","Judge.Name","Type","Other.Federal.Judicial.Service","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25"
1392756,1,"Matsumoto, Kiyo A.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of New York, 2004-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384466,1,"Maxwell, Robert Earl","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1981-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384471,1,"Mayer, Haldane Robert","U.S. Claims Court","Judge, U.S. Claims Court (now U.S. Court of Federal Claims). Nominated by Ronald Reagan on September 27, 1982, to a new seat authorized by 96 Stat. 27. Confirmed by the Senate on December 10, 1982, and received commission on December 10, 1982. Service terminated on June 19, 1987, due to appointment to another judicial position.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394751,1,"Mazzant, Amos Louis III","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Texas, 2009-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384491,1,"McAllister, Thomas Francis","Emergency Court of Appeals","Judge, Emergency Court of Appeals, 1945-1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394326,1,"McCafferty, Landya B.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Hampshire, 2010-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393451,1,"McClelland, Charles Paul","Board of General Appraisers","Member, Board of General Appraisers. Received a recess appointment from Theodore Roosevelt on August 21, 1903, to a seat vacated by James A. Jewell; nominated to the same position by Theodore Roosevelt on November 10, 1903. Confirmed by the Senate on December 7, 1903, and received commission on December 8, 1903. Service terminated on May 28, 1926, due to reassignment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384661,1,"McGarr, Frank James","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1979-1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384691,1,"McGowan, Carl E.","Special Railroad Court","Judge, Special Railroad Court, 1974-1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391946,1,"McKnight, H[arold] Brent","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of North Carolina, 1993-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391171,1,"McLaughlin, Mary A.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2008-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384891,1,"McNichols, Raymond Clyne","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1982-1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761476,1,"Mehalchick, Karoline","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Pennsylvania, 2013-2024; chief magistrate judge, 2021-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394756,1,"Mehta, Amit Priyavadan","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2021-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384991,1,"Mellott, Arthur Johnson","U.S. Board of Tax Appeals","Member, U.S. Board of Tax Appeals, 1935-1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384991,2,"Mellott, Arthur Johnson","Tax Court of the U.S.","Judge, Tax Court of the U.S., 1942-1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384996,1,"Melloy, Michael Joseph","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Northern District of Iowa, 1986-1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13258766,1,"Méndez-Miró, Gina Raquel","Puerto Rico Courts","Puerto Rico Courts, Judge, Puerto Rico Court of Appeals, 2016-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11226646,1,"Menendez, Katherine Marie","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Minnesota, 2016-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385021,1,"Meredith, James Hargrove","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1979-1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10826741,1,"Merriam, Sarah Ann Leilani","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Connecticut, 2015-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385066,1,"Metzner, Charles Miller","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1979-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394401,1,"Michelson, Laurie Jill","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Michigan, 2011-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385116,1,"Miles, Wendell Alverson","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1989-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385131,1,"Miller, Andrew Galbraith","Territorial Courts","Associate Justice, Supreme Court of Wisconsin Territory, 1838-1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385156,1,"Miller, Justin","U.S. Board of Tax Appeals","Member, U.S. Board of Tax Appeals, 1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385161,1,"Miller, Robert Lowell, Jr.","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2020-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11690371,1,"Montenegro, Ruth Bermudez","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of California, 2018-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385256,1,"Montgomery, Ann D.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Minnesota, 1994-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385271,1,"Moody, James Tyne","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Northern District of Indiana, 1979-1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5152931,1,"Moorer, Terry Fitzgerald","Military Courts","Military Judge, Alabama Army National Guard, 2005-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5152931,2,"Moorer, Terry Fitzgerald","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Alabama, 2007-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385351,1,"Morgan, Lewis Render","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1979-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385356,1,"Morgan, Robert Dale","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Southern District of Illinois, 1938-1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391681,1,"Moses, Alia","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Texas, 1997-2002; part-time, 1997-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385431,1,"Moskowitz, Barry Ted","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Southern District of California, 1986-1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392006,1,"Mosman, Michael W.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2013-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392006,2,"Mosman, Michael W.","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 2018-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393521,1,"Mueller, Kimberly Jo","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of California, 2003-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385561,1,"Murray, Herbert Frazier","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1986-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10931806,1,"Nachmanoff, Michael Stefan","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Virginia, 2015-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385616,1,"Nelson, David Sutherland","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the District of Massachusetts, 1968-1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385626,1,"Nelson, Edwin L.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Northern District of Alabama, 1974-1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385631,1,"Nelson, Rensselaer Russell","Territorial Courts","Associate Justice, Supreme Court of Minnesota Territory, 1857-1858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393531,1,"Nelson, Susan Richard","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Minnesota, 2000-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9084011,1,"Newman, Michael Jay","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Ohio, 2011-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6489111,1,"Nichols, Carl John","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2024-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385781,1,"Noland, James Ellsworth","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1983-1990; presiding judge, 1988-1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385831,1,"Northrop, Edward Skottowe","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 1985-1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7224376,1,"Novak, David John","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Virginia, 2012-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393926,1,"Nuffer, David Ogden","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Utah, 1995-2012; part-time, 1995-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392591,1,"O'Grady, Liam","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Virginia, 2003-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392591,2,"O'Grady, Liam","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2020-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392591,3,"O'Grady, Liam","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 2021-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385906,1,"O'Kelley, William Clark","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1980-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385906,2,"O'Kelley, William Clark","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 1996-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392511,1,"O'Neill, Lawrence Joseph","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S District Court for the Eastern District of California, 1999-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394101,1,"Olguin, Fernando Manzano","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Central District of California, 2001-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385971,1,"Orlofsky, Stephen Murray","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of New Jersey, 1976-1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390846,1,"Pallmeyer, Rebecca R.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Illinois, 1991-1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10761211,1,"Pan, Florence Y.","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 2009-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386066,1,"Parke, Benjamin","Territorial Courts","Judge, Supreme Court of Indiana Territory, 1808-1816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391321,1,"Payne, James H.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Eastern District of Oklahoma, 1988-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393571,1,"Pearson, Benita Yalonda","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Ohio, 2008-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386196,1,"Peck, John Weld II","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1979-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386216,1,"Pence, Martin","Territorial Courts","Judge, Circuit Court of Hawaii Territory, Third Judicial Circuit, 1945-1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386231,1,"Penn, John Garrett","District of Columbia Courts","Judge, District of Columbia Court of General Sessions, 1970-1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386231,2,"Penn, John Garrett","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1971-1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394661,1,"Pepper, Pamela","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Southern District of Illinois, 2005-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394661,2,"Pepper, Pamela","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Eastern District of Wisconsin, 2005-2014; chief bankruptcy judge, 2010-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386246,1,"Pérez-Giménez, Juan Manuel","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Puerto Rico, 1975-1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386251,1,"Perry, Catherine D.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Missouri, 1990-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386261,1,"Perry, Matthew James, Jr.","Military Courts","Judge, U.S. Court of Military Appeals (now U.S. Court of Appeals for the Armed Forces), 1976-1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391671,1,"Phillips, Thomas W.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Tennessee, 1991-2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391071,1,"Phillips, Virginia A.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Central District of California, 1995-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386341,1,"Pierce, Lawrence Warren","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1979-1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391091,1,"Pisano, Joel A.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 1991-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394761,1,"Pitman, Robert Lee","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Texas, 2003-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386401,1,"Pointer, Sam Clyde, Jr.","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1980-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386436,1,"Polozola, Frank Joseph","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Middle District of Louisiana, 1972-1980; part-time, 1972-1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386441,1,"Ponsor, Michael Adrian","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the District of Massachusetts, 1984-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386471,1,"Pope, William Hayes","Territorial Courts","Judge, Court of First Instance of the Philippine Islands, 1902-1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386471,2,"Pope, William Hayes","Territorial Courts","Justice, Supreme Court of New Mexico Territory, 1903-1912; chief justice, 1910-1912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386476,1,"Porfilio, John Carbone","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Colorado, 1975-1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386611,1,"Pro, Philip Martin","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Nevada, 1980-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12905966,1,"Pryor, Doris Lenea","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Indiana, 2018-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386626,1,"Purdy, Milton Dwight","U.S. Court for China","Judge, U.S. Court for China, 1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10236621,1,"Quraishi, Zahid Nisar","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 2019-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386661,1,"Rader, Randall Ray","U.S. Claims Court","Judge, U.S. Claims Court (now U.S. Court of Federal Claims). Nominated by Ronald Reagan on March 29, 1988, to a seat vacated by Robert Mahealani Ming Seto. Confirmed by the Senate on August 11, 1988, and received commission on August 12, 1988. Service terminated on August 14, 1990, due to appointment to another judicial position.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761386,1,"Ramirez, Irma Carrillo","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Texas, 2002-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761536,1,"Rankin, Kelly Harrison","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Wyoming, 2012-2024; chief magistrate judge, 2012-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386821,1,"Regan, John Keating","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1977-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386861,1,"Renner, Robert George","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Minnesota, 1977-1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
